job_title,job_detail_url,job_listed,company_name,company_link,company_location
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-equity-residential-3625631639?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=SfrspuKr%2FJcfN03jHdBW6A%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago,Equity Residential,https://www.linkedin.com/company/equity-residential?trk=public_jobs_jserp-result_job-search-card-subtitle,"Augusta, GA"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-w%C3%BCrth-mro-safety-metalworking-3629745427?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=ARVstfsZqyjavsTlo2K41w%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago,"Würth MRO, Safety, & Metalworking",https://www.linkedin.com/company/wurthnsi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Frankfort, NY"
Software Renewal and Contract Specialist,https://www.linkedin.com/jobs/view/software-renewal-and-contract-specialist-at-inficare-staffing-3615955739?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=MNSlixN38XIsevPQ2cC3Iw%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card,4 weeks ago,InfiCare Staffing,https://www.linkedin.com/company/inficarestaffing?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-superbeo-3636746051?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=UPbzVHgTC56qrTwKEbMiBQ%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Superbeo,https://www.linkedin.com/company/superbeo-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Irvine, CA"
Network Operations Center Engineer,https://www.linkedin.com/jobs/view/network-operations-center-engineer-at-redstream-technology-3645017195?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=qJZP%2F7bDU4qd191F1zXSnA%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card,2 minutes ago,RedStream Technology,https://www.linkedin.com/company/redstream-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,New York City Metropolitan Area
Federal Contract Specialist,https://www.linkedin.com/jobs/view/federal-contract-specialist-at-cherokee-federal-3627652870?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=RuWSnbTJCC%2BZXUDcm%2Fj8rA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago,Cherokee Federal,https://www.linkedin.com/company/cherokee-federal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fort Belvoir, VA"
IT Contracts Specialist,https://www.linkedin.com/jobs/view/it-contracts-specialist-at-northramp-3617178300?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=pEQ%2FhTM%2F5h%2BX%2F0qffuaXwA%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago,Northramp,https://www.linkedin.com/company/northramp-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, United States"
"Business & Legal Affairs, Contract Manager",https://www.linkedin.com/jobs/view/business-legal-affairs-contract-manager-at-symphonic-distribution-3633753235?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=7qsEAC8%2Bexm0jyJYS8eB6Q%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Symphonic Distribution,https://www.linkedin.com/company/symphonic-distribution?trk=public_jobs_jserp-result_job-search-card-subtitle,"Charlotte, NC"
"Director, Experience- Client Service (TEMP CONTRACT)",https://www.linkedin.com/jobs/view/director-experience-client-service-temp-contract-at-wasserman-3631880797?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=rpqdhS0TxRzVW4%2F0Y5Ywgg%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago,Wasserman,https://www.linkedin.com/company/wasserman?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY"
CONTRACT SPECIALIST,https://www.linkedin.com/jobs/view/contract-specialist-at-naval-sea-systems-command-navsea-3639713962?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=cjAce9RKNf2oMZjTRGlilQ%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago,Naval Sea Systems Command (NAVSEA),https://www.linkedin.com/company/navsea?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dahlgren, VA"
HR Generalist (Contract),https://www.linkedin.com/jobs/view/hr-generalist-contract-at-ana-luisa-3600549149?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=N6E1C2eF7fG0TDDqGz2Z5Q%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago,Ana Luisa,https://www.linkedin.com/company/ana-luisa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY"
Associate Contracts Specialist - Remote | WFH,https://www.linkedin.com/jobs/view/associate-contracts-specialist-remote-wfh-at-get-it-recruit-transportation-3631352446?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=y6muTnC9eYJelCJjCm%2BDjg%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Get It Recruit - Transportation,https://www.linkedin.com/company/get-it-recruit-transportation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Maryland, United States"
Contract Photographer,https://www.linkedin.com/jobs/view/contract-photographer-at-eden-enterprises-inc-3635639368?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=GFlGAM5PyNXQ9xxqukWlpA%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,"Eden Enterprises, Inc.",https://www.linkedin.com/company/edenenterprises?trk=public_jobs_jserp-result_job-search-card-subtitle,"Livermore, CA"
"Administrative Assistant, Class A Office",https://www.linkedin.com/jobs/view/administrative-assistant-class-a-office-at-douglas-emmett-3644896583?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=e2zUyd%2FZFKB%2FIpnAr5RU4A%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Douglas Emmett,https://www.linkedin.com/company/douglas-emmett?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
Contract Compensation Analyst,https://www.linkedin.com/jobs/view/contract-compensation-analyst-at-paul-bridges-group-3635267225?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=%2FWabyoWTz4y41xbFeXa56w%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Paul Bridges Group,https://www.linkedin.com/company/paul-bridges---group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Granville, OH"
Contract and Compliance Specialist - Remote | WFH,https://www.linkedin.com/jobs/view/contract-and-compliance-specialist-remote-wfh-at-get-it-recruit-transportation-3640346877?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=wkKgr3iBmslLJFYISzEi%2BQ%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card,58 minutes ago,Get It Recruit - Transportation,https://www.linkedin.com/company/get-it-recruit-transportation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Philadelphia, PA"
Licensing Contract Specialist,https://www.linkedin.com/jobs/view/licensing-contract-specialist-at-akkodis-3636868954?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=ECgzuguk80L3agpWZ%2BK9nA%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,Akkodis,https://www.linkedin.com/company/akkodis?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tampa, FL"
10636 - Contract Specialist (Strategic Sourcing & Procurement),https://www.linkedin.com/jobs/view/10636-contract-specialist-strategic-sourcing-procurement-at-hyundai-autoever-america-3599908345?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=%2Fep53RD3Z1S60853PE9%2B8w%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card,4 hours ago,Hyundai AutoEver America,https://www.linkedin.com/company/hyundai-autoever-america?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fountain Valley, CA"
Lead Contract Specialist (Remote Eligible),https://www.linkedin.com/jobs/view/lead-contract-specialist-remote-eligible-at-usajobs-3636706719?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=idvr0DzGKRq%2BrVUULmUrMg%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,USAJOBS,https://www.linkedin.com/company/usajobs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Wallops Island, VA"
Administrative Assistant,https://www.linkedin.com/jobs/view/administrative-assistant-at-wells-fargo-3644457568?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=hP05iMawdtVoIoRmE%2B7Qow%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card,10 hours ago,Wells Fargo,https://www.linkedin.com/company/wellsfargo?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Provider Contract Analyst,https://www.linkedin.com/jobs/view/provider-contract-analyst-at-friday-health-plans-3639151681?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=WX3R1nofAHkLoQLatcx4Iw%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card,1 month ago,Friday Health Plans,https://www.linkedin.com/company/friday-health-plans?trk=public_jobs_jserp-result_job-search-card-subtitle,"Denver, CO"
IT Vendor Manager (contract to hire),https://www.linkedin.com/jobs/view/it-vendor-manager-contract-to-hire-at-request-technology-llc-3631325450?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=ZfwevPebneJ8f6%2B%2BxB1kiQ%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card,1 week ago,"Request Technology, LLC",https://www.linkedin.com/company/request-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Miramar, FL"
